id,title,track,status,keywords,author,rating,confidence,correctness,technical_novelty,empirical_novelty,presentation,rating_avg,confidence_avg,correctness_avg,technical_novelty_avg,empirical_novelty_avg,presentation_avg,corr_rating_confidence,corr_rating_correctness,site,proceeding,pdf,openreview,poster,slides,video,title_site
IYnsTEVTIb,Det-CGD: Compressed Gradient Descent with Matrix Stepsizes for Non-Convex Optimization,main,Reject,Optimization;First-order optimization;Non-convex optimization;Distributed optimization,,5;5;6;7;7,2;2;1;5;3,3;2;3;4;4,2;2;3;3;3,,3;3;2;3;3,6.0,2.6,3.2,2.6,0,2.8,0.659380473395787,0.8964214570007952,,,,,,,,
IZRlMABK4l,Efficient Test-Time Adaptation for Super-Resolution with Second-Order Degradation and Reconstruction,main,Poster,Image Super-resolution;Test-time Adaptation;Self-supervised Learning;Second-Order Degradation,"Zeshuai Deng, Zhuokun Chen, Shuaicheng Niu, Thomas Li, Bohan Zhuang, Mingkui Tan",4;5;7;7;7,4;4;4;5;3,3;3;3;3;3,3;2;3;2;3,,3;3;3;3;3,6.0,4.0,3.0,2.6,0,3.0,0.0,0.0,https://nips.cc/virtual/2023/poster/72113,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ec3d49763c653ad7c8d587f52220c129-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/ec3d49763c653ad7c8d587f52220c129-Paper-Conference.pdf,https://openreview.net/forum?id=IZRlMABK4l,/media/PosterPDFs/NeurIPS%202023/72113.png?t=1702001134.847528,https://nips.cc/virtual/2023/poster/72113,https://nips.cc/virtual/2023/poster/72113,
Ia4dmqst0Z,ResoNet: Noise-Trained Physics-Informed MRI Off-Resonance Correction,main,Poster,Inverse problem;MRI;Medical Imaging;Computational Imaging;Deep Learning;Off-Resonance,"Alfredo De Goyeneche Macaya, Shreya Ramachandran, Ke Wang, Ekin Karasan, Joseph Y. Cheng, Stella X. Yu, Michael Lustig",4;5;7;9,4;4;3;5,2;2;4;4,2;3;3;3,,1;3;3;4,6.25,4.0,3.0,2.75,0,2.75,0.3682298471593293,0.911322376865767,https://nips.cc/virtual/2023/poster/72112,https://proceedings.neurips.cc/paper_files/paper/2023/hash/2e0bd92a1d3600d4288df51ac5e6be5f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/2e0bd92a1d3600d4288df51ac5e6be5f-Paper-Conference.pdf,https://openreview.net/forum?id=Ia4dmqst0Z,/media/PosterPDFs/NeurIPS%202023/72112.png?t=1701814531.9716585,https://nips.cc/virtual/2023/poster/72112,https://nips.cc/virtual/2023/poster/72112,
IacxcFpvWQ,Can Language Models Teach? Teacher Explanations Improve Student Performance via Personalization,main,Poster,Language Models;Reasoning;Explanations,"Swarnadeep Saha, Peter Hase, Mohit Bansal",4;5;6;7,3;4;2;4,2;3;3;3,2;3;3;4,,3;3;2;4,5.5,3.25,2.75,3.0,0,3.0,0.1348399724926484,0.7745966692414834,https://nips.cc/virtual/2023/poster/72111,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c6afe9a5d1e1068796d32613ddca1ab7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/c6afe9a5d1e1068796d32613ddca1ab7-Paper-Conference.pdf,https://openreview.net/forum?id=IacxcFpvWQ,/media/PosterPDFs/NeurIPS%202023/72111.png?t=1701902519.8028624,https://nips.cc/virtual/2023/poster/72111,https://nips.cc/virtual/2023/poster/72111,
IaoovD6nDx,Toward Causal-Aware RL: State-Wise Action-Refined Temporal Difference,main,Reject,Action Space Refinery,,2;5;5;6,4;3;3;3,1;2;2;3,2;2;2;3,,2;2;3;3,4.5,3.25,2.0,2.25,0,2.5,-0.9622504486493763,0.9428090415820634,,,,,,,,
IcIQbCWoFj,Stochastic Approximation Approaches to Group Distributionally Robust Optimization,main,Poster,Group distributionally robust optimization;Stochastic mirror descent;Non-oblivious online learning;Sample complexity;Stochastic mirror-prox algorithm;Mini-batch,"Lijun Zhang, Peng Zhao, Zhen-Hua Zhuang, Tianbao Yang, Zhi-Hua Zhou",4;5;6;7;8,4;3;2;4;4,3;3;3;3;4,2;2;2;4;4,,2;3;3;4;4,6.0,3.4,3.2,2.8,0,3.2,0.1767766952966369,0.7071067811865476,https://nips.cc/virtual/2023/poster/72110,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a4b6ad6b48850c0c331d1259fc66a69c-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/a4b6ad6b48850c0c331d1259fc66a69c-Paper-Conference.pdf,https://openreview.net/forum?id=IcIQbCWoFj,,https://nips.cc/virtual/2023/poster/72110,https://nips.cc/virtual/2023/poster/72110,
Icxwnu9hcO,NIS3D: A Completely Annotated Benchmark for Dense 3D Nuclei Image Segmentation,Datasets & Benchmarks,Poster,benchmark;image segmentation;embryonic nuclei image;3D;fluorescent,"Wei Zheng, Cheng Peng, Zeyuan Hou, Boyu Lyu, Mengfan Wang, Xuelong Mi, Shuoxuan Qiao, Yinan Wan, Guoqiang Yu",6;6;8;8;8,3;5;3;3;5,,,,,7.2,3.8,0.0,0.0,0,0.0,-0.16666666666666663,0.0,https://nips.cc/virtual/2023/poster/73634,https://proceedings.neurips.cc/paper_files/paper/2023/hash/0f2cd3d09a132757555b602e2dd43784-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/0f2cd3d09a132757555b602e2dd43784-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=Icxwnu9hcO,/media/PosterPDFs/NeurIPS%202023/73634.png?t=1701376465.612191,https://nips.cc/virtual/2023/poster/73634,https://nips.cc/virtual/2023/poster/73634,
IdF7VT6eEs,Online Performative Gradient Descent for Learning Nash Equilibria in Decision-Dependent Games,main,Poster,Performative Prediction;Nash Equilibrium;Reproducing Kernel Hilbert Space;Online Learning;Stochastic Gradient Methods,"Zihan Zhu, Ethan Fang, Zhuoran Yang",5;5;6;7;8,3;4;3;2;3,3;4;3;3;3,2;2;2;2;3,,4;4;3;3;3,6.2,3.0,3.2,2.2,0,3.4,-0.5423261445466404,-0.5144957554275267,https://nips.cc/virtual/2023/poster/72109,https://proceedings.neurips.cc/paper_files/paper/2023/hash/95a704bd2fdf8ef8242b4adcc7ce3c93-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/95a704bd2fdf8ef8242b4adcc7ce3c93-Paper-Conference.pdf,https://openreview.net/forum?id=IdF7VT6eEs,/media/PosterPDFs/NeurIPS%202023/72109.png?t=1701577621.556501,https://nips.cc/virtual/2023/poster/72109,https://nips.cc/virtual/2023/poster/72109,
IfRHdBy3wb,GOAt: Explaining Graph Neural Networks via Graph Output Attribution,main,Reject,Graph Neural Networks;explainability;interpretability;local-level explanation;instance-level explanation,,5;5;5;6;6,3;4;3;5;4,2;3;2;3;3,2;3;2;3;3,,3;2;2;2;2,5.4,3.8,2.6,2.6,0,2.2,0.7637626158259732,0.6666666666666665,,,,,,,,
Ifq8GMdqJK,Conditional independence testing under misspecified inductive biases,main,Spotlight,conditional independence;hypothesis testing;misspecification,"Felipe Maia Polo, Yuekai Sun, Moulinath Banerjee",6;7;7;7;8,1;3;2;3;4,2;4;4;4;3,2;3;3;3;3,,3;3;3;1;3,7.0,2.6,3.4,2.8,0,2.6,0.9302605094190632,0.3952847075210474,https://nips.cc/virtual/2023/poster/72108,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6f2b16abf590e80c9df30bb5f8e2b7d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/b6f2b16abf590e80c9df30bb5f8e2b7d-Paper-Conference.pdf,https://openreview.net/forum?id=Ifq8GMdqJK,/media/PosterPDFs/NeurIPS%202023/72108.png?t=1701664715.8686047,https://nips.cc/virtual/2023/poster/72108,https://nips.cc/virtual/2023/poster/72108,
IgDa5Ynm9l,Efficient Model-Free Exploration in Low-Rank MDPs,main,Poster,Reinforcement learning;Representation Learning;Low-rank MDPs;Model-Free Learning,"Zak Mhammedi, Adam Block, Dylan J Foster, Alexander Rakhlin",6;6;6;7,3;3;3;3,3;3;3;3,3;3;3;3,,3;3;2;3,6.25,3.0,3.0,3.0,0,2.75,0.0,0.0,https://nips.cc/virtual/2023/poster/72107,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d2dc4d6c7b102d05f111c02a32e7c6bc-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d2dc4d6c7b102d05f111c02a32e7c6bc-Paper-Conference.pdf,https://openreview.net/forum?id=IgDa5Ynm9l,/media/PosterPDFs/NeurIPS%202023/72107.png?t=1701458976.1582446,https://nips.cc/virtual/2023/poster/72107,https://nips.cc/virtual/2023/poster/72107,
Ih2yL7o2Gq,Bayes beats Cross Validation: Efficient and Accurate Ridge Regression via Expectation Maximization,main,Poster,Ridge Regression;Cross validation;Expectation Maximisation;Bayesian methods,"Shu Yu Tew, Mario Boley, Daniel Schmidt",5;5;6;7;7,3;2;4;4;4,4;3;4;3;3,2;2;3;3;3,,3;3;4;3;3,6.0,3.4,3.4,2.6,0,3.2,0.8385254915624212,-0.45643546458763845,https://nips.cc/virtual/2023/poster/72106,https://proceedings.neurips.cc/paper_files/paper/2023/hash/3eec5006051d9544e717067de3220198-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/3eec5006051d9544e717067de3220198-Paper-Conference.pdf,https://openreview.net/forum?id=Ih2yL7o2Gq,/media/PosterPDFs/NeurIPS%202023/72106.png?t=1701874977.660313,https://nips.cc/virtual/2023/poster/72106,https://nips.cc/virtual/2023/poster/72106,
IhxD94i5ra,Calibration by Distribution Matching: Trainable Kernel Calibration Metrics,main,Poster,Uncertainty Quantification;Calibration;Decision Making;Probabilistic Forecasting,"Charlie Marx, Sofian Zalouk, Stefano Ermon",5;6;6;6,3;3;4;3,3;3;3;3,2;3;3;3,,2;3;3;3,5.75,3.25,3.0,2.75,0,2.75,0.3333333333333333,0.0,https://nips.cc/virtual/2023/poster/72105,https://proceedings.neurips.cc/paper_files/paper/2023/hash/52493d82db00e73abb2858a5a5f28717-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/52493d82db00e73abb2858a5a5f28717-Paper-Conference.pdf,https://openreview.net/forum?id=IhxD94i5ra,,https://nips.cc/virtual/2023/poster/72105,https://nips.cc/virtual/2023/poster/72105,
IiRHQ7gvnq,Benchmarking Foundation Models with Language-Model-as-an-Examiner,Datasets & Benchmarks,Poster,Question answering;Automatic evaluation;Decentralized evaluation,"Yushi Bai, Jiahao Ying, Yixin Cao, Xin Lv, Yuze He, Xiaozhi Wang, Jifan Yu, Kaisheng Zeng, Yijia Xiao, Haozhe Lyu, Jiayin Zhang, Juanzi Li, Lei Hou",5;7;8,4;3;4,,,,,6.666666666666667,3.6666666666666665,0.0,0.0,0,0.0,-0.18898223650461363,0.0,https://nips.cc/virtual/2023/poster/73633,https://proceedings.neurips.cc/paper_files/paper/2023/hash/f64e55d03e2fe61aa4114e49cb654acb-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/f64e55d03e2fe61aa4114e49cb654acb-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=IiRHQ7gvnq,/media/PosterPDFs/NeurIPS%202023/73633.png?t=1702024197.983692,https://nips.cc/virtual/2023/poster/73633,https://nips.cc/virtual/2023/poster/73633,
IiwTFcGGTq,On the Adversarial Robustness of Out-of-distribution Generalization Models,main,Poster,Adversarial Robustness;Out-of-distribution Generalization,"Xin Zou, Weiwei Liu",3;6;7;7,5;4;4;4,2;3;3;4,2;2;3;4,,1;2;3;4,5.75,4.25,3.0,2.75,0,2.5,-0.9684959969581861,0.8626621856275072,https://nips.cc/virtual/2023/poster/72104,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d9888cc7baa04c2e44e8115588133515-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d9888cc7baa04c2e44e8115588133515-Paper-Conference.pdf,https://openreview.net/forum?id=IiwTFcGGTq,/media/PosterPDFs/NeurIPS%202023/72104.png?t=1695784184.1592264,https://nips.cc/virtual/2023/poster/72104,https://nips.cc/virtual/2023/poster/72104,
IjZa2fQ8tL,StableFDG: Style and Attention Based Learning for Federated Domain Generalization,main,Poster,Federated Learning;Domain Generalization,"Jungwuk Park, Dong-Jun Han, Jinho Kim, Shiqiang Wang, Christopher Brinton, Jaekyun Moon",5;5;6;6,3;4;3;4,2;3;4;3,3;2;3;3,,2;3;3;3,5.5,3.5,3.0,2.75,0,2.75,0.0,0.7071067811865475,https://nips.cc/virtual/2023/poster/72103,https://proceedings.neurips.cc/paper_files/paper/2023/hash/dae8bdacd265399b193e6b43d44a80f0-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/dae8bdacd265399b193e6b43d44a80f0-Paper-Conference.pdf,https://openreview.net/forum?id=IjZa2fQ8tL,/media/PosterPDFs/NeurIPS%202023/72103.png?t=1701747959.0396547,https://nips.cc/virtual/2023/poster/72103,https://nips.cc/virtual/2023/poster/72103,
IkD1EWFF8c,Perturbation Towards Easy Samples Improves Targeted Adversarial Transferability,main,Poster,Adversarial Attacks; Generative Attack; Transferable Targeted Attack,"Junqi Gao, Biqing Qi, Yao Li, Zhichang Guo, Dong Li, Yuming Xing, Dazhi Zhang",4;6;6;7,5;4;4;4,3;3;3;4,3;3;3;3,,3;3;3;3,5.75,4.25,3.25,3.0,0,3.0,-0.9271726499455306,0.6622661785325219,https://nips.cc/virtual/2023/poster/72102,https://proceedings.neurips.cc/paper_files/paper/2023/hash/028fcbcf85435d39a40c4d61b42c99a4-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/028fcbcf85435d39a40c4d61b42c99a4-Paper-Conference.pdf,https://openreview.net/forum?id=IkD1EWFF8c,/media/PosterPDFs/NeurIPS%202023/72102.png?t=1698489674.7788167,https://nips.cc/virtual/2023/poster/72102,https://nips.cc/virtual/2023/poster/72102,
IklhryC2up,Computational Complexity of Detecting Proximity to Losslessly Compressible Neural Network Parameters,main,Reject,theory;neural network theory;structural redundancy;compressibility;lossless compressibility;computational complexity;NP-completeness,,4;6;6;7,2;3;1;2,3;3;3;3,3;2;3;3,,4;4;3;4,5.75,2.0,3.0,2.75,0,3.75,0.0,0.0,,,,,,,,
IltQ87ZdT6,Improved Bayes Risk Can Yield Reduced Social Welfare Under Competition,main,Poster,competition;equilibria;inverse scaling;digital marketplaces,"Meena Jagadeesan, Michael Jordan, Jacob Steinhardt, Nika Haghtalab",5;6;6;6;7,3;4;2;3;2,3;3;3;2;4,3;2;3;3;3,,3;3;2;3;4,6.0,2.8,3.0,2.8,0,3.0,-0.42257712736425823,0.49999999999999994,https://nips.cc/virtual/2023/poster/72101,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d3602fc92fb8b9e0d55356c9e8815e2b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d3602fc92fb8b9e0d55356c9e8815e2b-Paper-Conference.pdf,https://openreview.net/forum?id=IltQ87ZdT6,,https://nips.cc/virtual/2023/poster/72101,https://nips.cc/virtual/2023/poster/72101,
InB9Loet1u,Utilitarian Algorithm Configuration,main,Poster,algorithm configuration;algorithm selection;data-driven algorithm design;utility of runtime,"Devon Graham, Kevin Leyton-Brown, Tim Roughgarden",2;5;7;7,5;2;4;3,1;3;4;3,1;2;3;4,,4;1;4;3,5.25,3.5,2.75,2.5,0,3.0,-0.4917225282373378,0.9249105602074974,https://nips.cc/virtual/2023/poster/72100,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d98d9cef0c189f1db95f1d94652f7051-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d98d9cef0c189f1db95f1d94652f7051-Paper-Conference.pdf,https://openreview.net/forum?id=InB9Loet1u,/media/PosterPDFs/NeurIPS%202023/72100.png?t=1702038857.3527193,https://nips.cc/virtual/2023/poster/72100,https://nips.cc/virtual/2023/poster/72100,
IobxuwPnWt,SLM: A Smoothed First-Order Lagrangian Method for Structured Constrained Nonconvex Optimization,main,Poster,Functional constrained optimization;bilevel optimization;primal dual method;Lagrangian method,"Songtao Lu, Songtao Lu",4;4;6;6,3;3;4;2,2;3;3;3,2;3;2;3,,2;3;3;3,5.0,3.0,2.75,2.5,0,2.75,0.0,0.5773502691896257,https://nips.cc/virtual/2023/poster/72099,https://proceedings.neurips.cc/paper_files/paper/2023/hash/fe90657b12193c7b52a3418bdc351807-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/fe90657b12193c7b52a3418bdc351807-Paper-Conference.pdf,https://openreview.net/forum?id=IobxuwPnWt,/media/PosterPDFs/NeurIPS%202023/72099.png?t=1699128882.5647678,https://nips.cc/virtual/2023/poster/72099,https://nips.cc/virtual/2023/poster/72099,
IoizwO1NLf,Skill-it! A data-driven skills framework for understanding and training language models,main,Spotlight,language models;data selection,"Mayee Chen, Nicholas Roberts, Kush Bhatia, Jue WANG, Ce Zhang, Ce Zhang, Frederic Sala, Christopher Ré",4;7;7;8,4;3;4;5,3;3;3;4,2;3;3;4,,3;3;3;4,6.5,4.0,3.25,3.0,0,3.25,0.23570226039551584,0.5773502691896258,https://nips.cc/virtual/2023/poster/72098,https://proceedings.neurips.cc/paper_files/paper/2023/hash/70b8505ac79e3e131756f793cd80eb8d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/70b8505ac79e3e131756f793cd80eb8d-Paper-Conference.pdf,https://openreview.net/forum?id=IoizwO1NLf,/media/PosterPDFs/NeurIPS%202023/72098.png?t=1702269868.2727485,https://nips.cc/virtual/2023/poster/72098,https://nips.cc/virtual/2023/poster/72098,
IpUJd3KG3c,Improving the Privacy and Practicality of Objective Perturbation for Differentially Private Linear Learners,main,Poster,differential privacy;empirical risk minimization;objective perturbation,"Rachel Redberg, Antti Koskela, Yu-Xiang Wang",3;5;6;7;7,4;2;4;5;4,3;3;4;4;4,2;3;4;3;3,,1;3;2;4;4,5.6,3.8,3.6,3.0,0,2.8,0.3546040716334876,0.8728715609439696,https://nips.cc/virtual/2023/poster/72097,https://proceedings.neurips.cc/paper_files/paper/2023/hash/2ceda49041816da6d5a34eb3b612607f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/2ceda49041816da6d5a34eb3b612607f-Paper-Conference.pdf,https://openreview.net/forum?id=IpUJd3KG3c,,https://nips.cc/virtual/2023/poster/72097,https://nips.cc/virtual/2023/poster/72097,
IptxZvA3at,GEO-Bench: Toward Foundation Models for Earth Monitoring,Datasets & Benchmarks,Poster,computer vision;earth monitoring;earth observation;dataset;benchmark,"Alexandre Lacoste, Nils Lehmann, Pau Rodriguez, Evan Sherwin, Hannah Kerner, Björn Lütjens, Jeremy Irvin, David Dao, Hamed Alemohammad, Alexandre Drouin, Mehmet Gunturkun, Gabriel Huang, David Vazquez, Dava Newman, Yoshua Bengio, Stefano Ermon, Xiaoxiang Zhu",7;7;8;9;10,4;3;4;3;3,,,,,8.2,3.4,0.0,0.0,0,0.0,-0.4900980294098034,0.0,https://nips.cc/virtual/2023/poster/73632,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a0644215d9cff6646fa334dfa5d29c5a-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/a0644215d9cff6646fa334dfa5d29c5a-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=IptxZvA3at,,https://nips.cc/virtual/2023/poster/73632,https://nips.cc/virtual/2023/poster/73632,
Iq0DvhB4Kf,Emergent and Predictable Memorization in Large Language Models,main,Poster,large language model;emergent properties;memorization,"Stella Biderman, USVSN PRASHANTH, Lintang Sutawika, Lintang Sutawika, Hailey Schoelkopf, Quentin Anthony, Shivanshu Purohit, Edward Raff",5;6;6;6;8,4;3;4;4;4,3;2;3;3;3,3;3;3;2;3,,3;3;3;3;4,6.2,3.8,2.8,2.8,0,3.2,0.10206207261596578,0.10206207261596578,https://nips.cc/virtual/2023/poster/72096,https://proceedings.neurips.cc/paper_files/paper/2023/hash/59404fb89d6194641c69ae99ecdf8f6d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/59404fb89d6194641c69ae99ecdf8f6d-Paper-Conference.pdf,https://openreview.net/forum?id=Iq0DvhB4Kf,,https://nips.cc/virtual/2023/poster/72096,https://nips.cc/virtual/2023/poster/72096,
Iq7v0sZw2H,Debiasing Pretrained Generative Models by Uniformly Sampling Semantic Attributes,main,Poster,generative models;generative modeling;bias;GANs;debiasing,"Walter Gerych, Walter Gerych, Kevin Hickey, Luke Buquicchio, Kavin Chandrasekaran, Abdulaziz Alajaji, Elke A. Rundensteiner, Emmanuel Agu",5;6;7;7,4;3;2;4,2;3;3;3,3;3;3;3,,3;4;4;3,6.25,3.25,2.75,3.0,0,3.5,-0.4545454545454545,0.8703882797784891,https://nips.cc/virtual/2023/poster/72095,https://proceedings.neurips.cc/paper_files/paper/2023/hash/8d7060b2ee6ff728692398783e3d59d1-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/8d7060b2ee6ff728692398783e3d59d1-Paper-Conference.pdf,https://openreview.net/forum?id=Iq7v0sZw2H,,https://nips.cc/virtual/2023/poster/72095,https://nips.cc/virtual/2023/poster/72095,
IrEYkhuxup,Why Did This Model Forecast This Future? Information-Theoretic Saliency for Counterfactual Explanations of Probabilistic Regression Models,main,Poster,Probabilistic Forecasting;Saliency;Explainability;XAI;Probabilistic Regression,"Chirag Raman, Alec Nonnemaker, Amelia Villegas-Morcillo, Hayley Hung, Marco Loog",5;6;6;7;7,3;3;2;3;4,2;3;2;3;3,3;2;2;3;3,,2;3;2;4;4,6.2,3.0,2.6,2.6,0,3.0,0.42257712736425823,0.7637626158259733,https://nips.cc/virtual/2023/poster/72094,https://proceedings.neurips.cc/paper_files/paper/2023/hash/694ec0018b9fd0ebe863ec29fa5a89b9-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/694ec0018b9fd0ebe863ec29fa5a89b9-Paper-Conference.pdf,https://openreview.net/forum?id=IrEYkhuxup,/media/PosterPDFs/NeurIPS%202023/72094.png?t=1702357131.0036604,https://nips.cc/virtual/2023/poster/72094,https://nips.cc/virtual/2023/poster/72094,
IrjXmIKFyx,Model-free Posterior Sampling via Learning Rate Randomization,main,Poster,reinforcement learning;exploration;q-learning,"Daniil Tiapkin, Denis Belomestny, Daniele Calandriello, Eric Moulines, Remi Munos, Alexey Naumov, Pierre Perrault, Michal Valko, Pierre Ménard",5;5;6;6;6;6,2;3;3;4;4;3,3;3;3;4;4;3,2;2;4;2;3;3,,3;3;3;3;4;3,5.666666666666667,3.1666666666666665,3.3333333333333335,2.6666666666666665,0,3.1666666666666665,0.6859943405700354,0.5000000000000001,https://nips.cc/virtual/2023/poster/72093,https://proceedings.neurips.cc/paper_files/paper/2023/hash/e985dfca10e1167c0836a70880ef0858-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/e985dfca10e1167c0836a70880ef0858-Paper-Conference.pdf,https://openreview.net/forum?id=IrjXmIKFyx,,https://nips.cc/virtual/2023/poster/72093,https://nips.cc/virtual/2023/poster/72093,
Isy7gl1Hqc,Hidden Poison: Machine Unlearning Enables Camouflaged Poisoning Attacks,main,Poster,Machine unlearning;new attack vector;Camouflaging poisoning attacks,"Jimmy Di, Jack Douglas, Jayadev Acharya, Gautam Kamath, Ayush Sekhari",4;5;6;6;7,4;3;5;4;4,3;3;3;3;4,3;2;3;3;4,,3;3;3;2;4,5.6,4.0,3.2,3.0,0,3.0,0.31008683647302115,0.6864064729836443,https://nips.cc/virtual/2023/poster/72092,https://proceedings.neurips.cc/paper_files/paper/2023/hash/8b4add8b0aa8749d80a34ca5d941c355-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/8b4add8b0aa8749d80a34ca5d941c355-Paper-Conference.pdf,https://openreview.net/forum?id=Isy7gl1Hqc,/media/PosterPDFs/NeurIPS%202023/72092.png?t=1702002831.7744172,https://nips.cc/virtual/2023/poster/72092,https://nips.cc/virtual/2023/poster/72092,
Itorzn4Kwf,Accelerating Exploration with Unlabeled Prior Data,main,Poster,Reinforcement Learning;Exploration,"Qiyang Li, Jason Zhang, Dibya Ghosh, Amy Zhang, Sergey Levine",5;6;6;6,3;4;4;4,4;4;3;3,2;4;3;3,,3;4;4;2,5.75,3.75,3.5,3.0,0,3.25,1.0,-0.5773502691896257,https://nips.cc/virtual/2023/poster/72091,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d53d51e88d92d3723755f6d425bc513b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d53d51e88d92d3723755f6d425bc513b-Paper-Conference.pdf,https://openreview.net/forum?id=Itorzn4Kwf,/media/PosterPDFs/NeurIPS%202023/72091.png?t=1699459865.220939,https://nips.cc/virtual/2023/poster/72091,https://nips.cc/virtual/2023/poster/72091,
IvEWhB1P90,It begins with a boundary: A geometric view on probabilistically robust learning,main,Reject,probabilistically robust learning;adversarial attacks;existence of solutions;nonlocal perimeters;regularization,,3;5;7;7,5;2;1;4,3;3;4;3,2;2;2;3,,3;3;3;3,5.5,3.0,3.25,2.25,0,3.0,-0.5720775535473555,0.5222329678670935,,,,,,,,
IwnINorSZ5,Conformal Meta-learners for Predictive Inference of Individual Treatment Effects,main,Oral,Heterogeneous treatment effects;conformal prediction,"Ahmed Alaa, Zaid Ahmad, Mark van der Laan",6;7;7;7,4;4;4;3,3;3;3;3,3;3;3;3,,3;4;4;2,6.75,3.75,3.0,3.0,0,3.25,-0.3333333333333333,0.0,https://nips.cc/virtual/2023/poster/72090,https://proceedings.neurips.cc/paper_files/paper/2023/hash/94ab02a30b0e4a692a42ccd0b4c55399-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/94ab02a30b0e4a692a42ccd0b4c55399-Paper-Conference.pdf,https://openreview.net/forum?id=IwnINorSZ5,/media/PosterPDFs/NeurIPS%202023/72090.png?t=1702156423.06683,https://nips.cc/virtual/2023/poster/72090,https://nips.cc/virtual/2023/poster/72090,
IwyymRXfzL,Perceptual adjustment queries and an inverted measurement paradigm for low-rank metric learning,main,Poster,human querying;high dimensional low rank matrix estimation;metric learning,"Austin Xu, Andrew McRae, Jingyan Wang, Mark Davenport, Ashwin Pananjady",4;5;6;6,4;3;3;3,2;2;3;3,3;2;3;3,,2;3;3;3,5.25,3.25,2.5,2.75,0,2.75,-0.8703882797784891,0.9045340337332909,https://nips.cc/virtual/2023/poster/72089,https://proceedings.neurips.cc/paper_files/paper/2023/hash/3a07c3a67cfe50d3236b71fb674c7f30-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/3a07c3a67cfe50d3236b71fb674c7f30-Paper-Conference.pdf,https://openreview.net/forum?id=IwyymRXfzL,/media/PosterPDFs/NeurIPS%202023/72089.png?t=1702234654.698198,https://nips.cc/virtual/2023/poster/72089,https://nips.cc/virtual/2023/poster/72089,
